25.008,0.77698,143.33,24.993,0.77721,184.18,24.989,0.77799,185.43
24.556,0.73895,146.31,24.553,0.73896,191.28,24.551,0.73928,196.65
23.985,0.71071,0.003005,23.985,0.71081,0.0030193,23.986,0.71083,0.0030662
23.803,0.66781,30.1,23.834,0.67197,21.25,23.862,0.67569,31.817
23.31,0.63821,31.509,23.311,0.6378,24.57,23.307,0.63677,37.036
22.569,0.61108,0.0022818,22.567,0.61097,0.0023604,22.567,0.61103,0.0023054
