51.31,0.99947,52.545,0.99972,52.113,0.99949
26.406,0.94535,26.854,0.94128,26.295,0.93484
25.579,0.92842,25.579,0.92842,25.579,0.92842
48.158,0.99789,45.471,0.99735,49.266,0.99907
28.001,0.95853,29.589,0.9594,28.712,0.95173
23.939,0.91644,23.939,0.91644,23.939,0.91644
