34.617;0.9024;30.77;0.84018
34.67;0.90418;30.937;0.84518
34.71;0.90471;30.938;0.84475
32.202;0.76955;29.21;0.69903
32.264;0.77201;29.321;0.70387
32.295;0.77281;29.326;0.70355
25.113;0.76987;24.038;0.68326
25.352;0.78995;24.08;0.68713
25.373;0.79054;24.077;0.68655
31.249;0.82765;28.619;0.72035
31.178;0.82843;28.768;0.72827
31.237;0.83075;28.764;0.7273
29.687;0.97618;27.276;0.95824
29.394;0.9761;27.14;0.95953
29.401;0.97529;27.158;0.95896
