30.959,0.88611,30.938,0.8852,30.899,0.88297
28.892,0.84693,28.884,0.84638,28.863,0.84636
27.025,0.81305,27.03,0.81286,27.024,0.81293
26.403,0.74896,26.35,0.74536,26.333,0.74051
24.858,0.69098,24.81,0.68824,24.78,0.68498
23.686,0.66628,23.684,0.66653,23.681,0.66608
