34.494;0.90052;250.38;30.722;0.83974;254.48
34.482;0.90198;3.2942;30.831;0.84304;1.8197
32.101;0.76599;237.41;29.194;0.69877;111.62
32.183;0.77066;3.2028;29.312;0.70416;1.8145
25.053;0.76364;245.75;24.034;0.68293;111.27
25.155;0.77334;3.3581;24.066;0.68602;1.6056
31.091;0.82142;245.97;28.567;0.71891;109.93
31.219;0.82923;3.2824;28.737;0.72775;1.5368
29.914;0.9758;245.64;27.489;0.95974;109.99
28.98;0.96742;3.5725;26.592;0.95188;1.6905
